targetID;targetName
TTDS00163;Calcium channel
TTDS00164;Extracellular calcium-sensing receptor
TTDS00165;Ryanodine receptor
TTDS00167;Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1
TTDS00168;Prostaglandin E2 receptor, EP2 subtype
TTDS00169;Prostaglandin F2-alpha receptor
TTDS00170;Prostacyclin receptor
TTDS00171;Fibroblast growth factor receptor 2
TTDS00172;Serotonin re-uptake
TTDS00174;Neuraminidase
TTDS00175;Influenza A virus M2 protein
TTDS00177;Fatty-acid amide hydrolase
TTDS00179;Prolyl 4-hydroxylase alpha subunit
TTDS00181;Angiotensin-converting enzyme
TTDS00182;D-alanyl-D-alanine carboxypeptidase
TTDS00183;Cysteinyl leukotriene receptor 1
TTDS00185;Adenosine receptor
TTDS00186;Adenosine A1 receptor
TTDS00187;Adenosine A2a receptor
TTDS00188;Adenosine A2b receptor
TTDS00189;Adenosine A3 receptor
TTDS00191;Poly [ADP-ribose] polymerase-1
TTDS00192;Glutathione S-transferase
TTDS00194;Substance-P receptor
TTDS00195;3-hydroxy-3-methylglutaryl-coenzyme A reductase
TTDS00196;Aldosterone receptor
TTDS00198;Endothelin-1 receptor
TTDS00199;Endothelin B receptor
TTDS00200;CGMP-inhibited 3',5'-cyclic phosphodiesterase
TTDS00201;CAMP-phosphodiesterase
TTDS00202;Thrombin
TTDS00203;Coagulation factor Xa
TTDS00204;Coagulation Factor Va
TTDS00205;Coagulation Factor VIIIa
TTDS00206;Mineralocorticoid receptor
TTDS00208;Dihydrofolate reductase
TTDS00209;AMP-activated protein kinase
TTDS00210;Penicillin binding protein
TTDS00211;Penicillin binding protein 2
TTDS00212;Penicillin binding protein 3
TTDS00213;DNA
TTDS00216;16S rRNA
TTDS00217;23S rRNA
TTDS00219;30S ribosomal subunit
TTDS00220;50S ribosomal subunit
TTDS00221;70S prokaryotic ribosome
TTDS00222;DNA-dependent RNA polymerase at the beta subunit
TTDS00223;Isoleucyl-tRNA synthetase (bacterial)
TTDS00225;DNA-dependent RNA polymerase
TTDS00226;Plastid RNA polymerase beta-subunit
TTDS00227;RNA polymerase, bacterial RNA polymerase switch region
TTDS00228;Beta-lactamase
TTDS00229;Peptidyl tranferase
TTDS00230;Dehydropeptidase I
TTDS00233;UDP-N-acetylglucosamine 1-carboxyvinyltransferase
TTDS00234;73-kDa molecular chaperone HSP73
TTDS00235;Enoyl-ACP reductase
TTDS00236;1-deoxy-D-xylulose-5-phosphate reductoisomerase
TTDS00237;Dihydropteroate synthetase
TTDS00240;5-alpha reductase
TTDS00241;17 alpha-hydroxylase-C17, 20-lyase 
TTDS00242;Estrogen receptor
TTDS00244;Leutinizing-hormone-releasing hormone
TTDS00245;Progesterone receptor
TTDS00246;Ribonucleoside-diphosphate reductase
TTDS00247;Proto-oncogene tyrosine-protein kinase SRC
TTDS00249;Receptor protein-tyrosine kinase erbB-2
TTDS00250;Estrogen receptor beta
TTDS00251;Vitamin D receptor
TTDS00252;Cytochrome P450 19
TTDS00253;Gonadotropin-releasing hormone
TTDS00254;Lutropin-choriogonadotropic hormone receptor
TTDS00255;Multidrug resistance protein
TTDS00256;Alkaline phosphatase, tissue-nonspecific
TTDS00258;Parathyroid hormone/parathyroid hormone-related peptide receptor
TTDS00261;Platelet-derived growth factor receptor
TTDS00264;Oxytocin receptor
TTDS00265;Serine/threonine-protein kinase mTOR
TTDS00267;Type-1 angiotensin II receptor
TTDS00268;B-lymphocyte antigen CD20
TTDS00269;Insulin-like growth factor I receptor
TTDS00270;Mast/stem cell growth factor receptor
TTDS00271;Tubulin
TTDS00272;Bile acid receptor
TTDS00273;Gonadotropin-releasing hormone receptor
TTDS00274;Heat shock protein 90
TTDS00275;Signal transducer and activator of transcription 3
TTDS00276;Thioredoxin reductase, cytoplasmic
TTDS00278;Bile salt export pump
TTDS00280;CAMP-specific 3',5'-cyclic phosphodiesterase 4A
TTDS00282;Trypsin
TTDS00283;Glucocorticoid receptor
TTDS00285;Alpha-1-antitrypsin
TTDS00286;Adrenocorticotropic hormone receptor
TTDS00287;Chloride channel protein 2
TTDS00288;Multidrug resistance-associated protein 1
TTDS00289;Amine oxidase [flavin-containing] A
TTDS00291;Maltase-glucoamylase, intestinal
TTDS00292;Insulin receptor
TTDS00293;Omega 1 Benzodiazepine receptor
TTDS00295;Fatty acid synthase
TTDS00296;CGMP-specific 3',5'-cyclic phosphodiesterase
TTDS00299;1,3-Beta-Glucan synthase
TTDS00300;Human keratin
TTDS00301;Thymidylate synthase
TTDS00302;Squalene monooxygenase
TTDS00303;Nicotinic acetylcholine receptor
TTDS00304;Carbonic anhydrase
TTDS00306;Carbonic anhydrase II
TTDS00307;Fumarate reductase flavoprotein subunit
TTDS00308;Tubulin beta
TTDS00309;HBV polymerase
TTDS00310;DNA polymerase
TTDS00311;Toll-like receptor 7
TTDS00312;DNA (cytosine-5)-methyltransferase
TTDS00313;Ornithine decarboxylase
TTDS00314;4-hydroxyphenylpyruvate dioxygenase
TTDS00315;DNA polymerase (HSV)
TTDS00316;DNA polymerase (HSV-2)
TTDS00317;HIV-1 reverse transcriptase
TTDS00318;HIV reverse transcriptase
TTDS00319;HIV-1 protease
TTDS00320;HIV protease
TTDS00322;HIV-1 Tat protein
TTDS00323;Peptidyl-prolyl cis-trans isomerase A
TTDS00325;Transmembrane glycoprotein gp41
TTDS00326;C-C chemokine receptor type 5
TTDS00328;Niemann-Pick C1-like protein 1
TTDS00331;SUR1-type K(ATP) channel
TTDS00332;SUR2-type K(ATP) channel
TTDS00334;Cannabinoid receptor 1
TTDS00336;Serum albumin
TTDS00337;Nitric oxide synthase, inducible
TTDS00338;Peroxisome proliferator activated receptor gamma
TTDS00339;Vascular endothelial growth factor
TTDS00340;Peroxisome proliferator activated receptor alpha
TTDS00341;Amine oxidase [flavin-containing] B
TTDS00342;Delta-aminolevulinic acid dehydratase
TTDS00346;B-Raf proto-oncogene serine/threonine-protein kinase
TTDS00347;Fusion glycoprotein
TTDS00348;Proto-oncogene tyrosine-protein kinase receptor ret
TTDS00349;Nicotinic acetylcholine receptor alpha subunit
TTDS00350;Proto-oncogene tyrosine-protein kinase ABL1
TTDS00351;Orphan nuclear receptor NR1I3
TTDS00354;Retinoid X receptor
TTDS00355;Epidermal growth factor receptor
TTDS00357;Acetyl-CoA carboxylase 2
TTDS00359;Fungal Cytochrome P450 51
TTDS00360;Receptor-type protein-tyrosine phosphatase S
TTDS00361;Aromatic-L-amino-acid decarboxylase
TTDS00362;Catechol-O-methyl-transferase
TTDS00363;Calcineurin
TTDS00364;Collagenase
TTDS00365;Tyrosine 3-monooxygenase
TTDS00367;Androgen receptor
TTDS00368;T-cell surface antigen CD2
TTDS00372;Farnesyl pyrophosphate synthetase
TTDS00373;Tyrosine oxidase
TTDS00374;Benzodiazepine receptor
TTDS00377;Ceramide glucosyltransferase
TTDS00378;Heparin cofactor II
TTDS00380;Thyroid peroxidase
TTDS00381;Thyroid hormone receptor alpha
TTDS00383;Probable arabinosyltransferase
TTDS00384;Enoyl-[acyl-carrier-protein] reductase [NADH]
TTDS00386;Fatty acid synthase subunit beta
TTDS00389;Tubulin beta-2 chain
TTDS00390;CGMP-inhibited 3',5'-cyclic phosphodiesterase A
TTDS00392;Plasminogen
TTDS00393;Melatonin receptor type 1A
TTDS00394;Somatostatin receptor type 2
TTDS00395;Thromboxane A2 receptor
TTDS00397;Pancreatic alpha-amylase
TTDS00398;Vitamin K epoxide reductase complex subunit 1
TTDS00399;5-hydroxytryptamine receptor 3A
TTDS00400;Neuronal acetylcholine receptor subunit alpha-2
TTDS00401;Inosine-5'-monophosphate dehydrogenase 1
TTDS00402;Sodium channel protein type 5 subunit alpha
TTDS00403;Gamma-aminobutyric acid receptor subunit alpha-1
TTDS00404;Sodium channel protein type 1 subunit alpha
TTDS00405;Adenine nucleotide translocator 1
TTDS00406;Proto-oncogene tyrosine-protein kinase Fyn
TTDS00407;Proto-oncogene tyrosine-protein kinase LCK
TTDS00408;Proto-oncogene tyrosine-protein kinase Yes
TTDS00409;Troponin C
TTDS00410;Gamma-aminobutyric acid receptor subunit beta-2
TTDS00411;Macrophage colony-stimulating factor receptor
TTDS00412;Potassium voltage-gated channel subfamily D member 3
TTDS00413;Voltage-dependent T-type calcium channel subunit alpha-1H
TTDS00414;Voltage-dependent L-type calcium channel subunit alpha-1C
TTDS00415;Voltage-dependent calcium channel subunit alpha-2/delta-1
TTDS00416;Sodium channel protein type 4 subunit alpha
TTDS00417;Peptidyl-prolyl cis-trans isomerase B
TTDS00418;Cytochrome P450 3A4
TTDS00419;Cytochrome P450 11A1, mitochondrial
TTDS00420;Cytochrome P450 11B1, mitochondrial
TTDS00421;Ribonucleoside-diphosphate reductase subunit M2
TTDS00422;Melatonin receptor type 1B
TTDS00423;3-beta-HSD
TTDS00424;Guanylate cyclase soluble subunit beta-1
TTDS00426;Type I iodothyronine deiodinase
TTDS00427;Vacuolar ATP synthase catalytic subunit A
TTDS00428;Gamma-aminobutyric acid receptor subunit gamma-2
TTDS00429;Gastric triacylglycerol lipase
TTDS00430;Equilibrative nucleoside transporter 1
TTDS00431;ATP-sensitive inward rectifier potassium channel 10
TTDS00432;Calmodulin
TTDS00433;Carnitine O-palmitoyltransferase I
TTDS00434;Collagen
TTDS00435;Complement C5
TTDS00436;Elongation factor G
TTDS00437;Ferrochelatase
TTDS00438;Follicle stimulating hormone receptor
TTDS00439;Glucagon receptor
TTDS00440;Glucagon-like peptide 1 receptor
TTDS00441;Glutamate carboxypeptidase II
TTDS00442;Granulocyte-macrophage colony-stimulating factor receptor alpha chain
TTDS00443;Guanylate cyclase
TTDS00444;Lymphocyte function-associated antigen 1
TTDS00445;Integrin alpha-4
TTDS00446;Growth hormone-releasing hormone receptor
TTDS00447;Interleukin-1 beta
TTDS00448;Leukocyte elastase
TTDS00449;Neprilysin
TTDS00450;Mannose-6-phosphate isomerase
TTDS00451;Renin, renal
TTDS00452;Thyrotropin receptor
TTDS00453;T-lymphocyte activation antigen CD80
TTDS00454;Peripheral-type benzodiazepine receptor
TTDS00455;Parasitic pyruvate:ferredoxin oxidoreductase
TTDS00456;Peptidyl-transferase domain of the bacterial ribosome
TTDS00457;Peripheral carotid chemoreceptor
TTDS00458;TAG-72 antigen
TTDS00459;Estramustine binding protein
TTDS00460;Food vacuoles
TTDS00461;26S proteasome
TTDS00462;Bacterial outer membrane
TTDS00463;Fungal outer membrane
TTDS00464;Malignant cancer cells
TTDS00465;Transient receptor potential cation channel subfamily A member 1
TTDS00466;Diglyceride acyltransferase
TTDS00467;Antithrombin-III
TTDS00469;NADH dehydrogenase
TTDS00470;Vitamin K-dependent protein C
TTDS00471;HLA class II histocompatibility antigen, DRB1-1
TTDS00472;T-cell surface glycoprotein CD1a
TTDS00473;T-cell surface glycoprotein CD3 epsilon chain
TTDS00474;D-alanine-D-alanine ligase A
TTDS00475;Cytochrome P450 2D6
TTDS00476;Indoleamine 2,3-dioxygenase
TTDS00477;Interferon-gamma receptor
TTDS00478;Atrial natriuretic peptide receptor A
TTDS00479;Urease
TTDS00480;B-cell receptor CD22
TTDS00481;Mannose-6-phosphate receptor
TTDS00482;Methylmalonyl-CoA mutase
TTDS00483;Vesicle-associated membrane protein
TTDS00484;High affinity immunoglobulin epsilon receptor
TTDS00485;Calcitonin receptor
TTDS00486;Vitamin K-dependent gamma-carboxylase
TTDS00487;Carcinoembryonic antigen
TTDS00489;Folate receptor
TTDS00490;T-lymphocyte activation antigen CD86
TTDS00491;Secretin receptor
TTDS00492;Interferon-alpha/beta receptor
TTDS00494;Biliverdin reductase A
TTDS00495;Alpha-N-acetylglucosaminidase
TTDS00496;Synaptosomal-associated protein 25
TTDS00497;Somatostatin
TTDS00498;Hemoglobin
TTDS00499;Type IV phosphodiesterase
TTDS00500;Adenylate cyclase type 1
TTDS00501;Interleukin-11 receptor alpha chain
TTDS00502;Inositol 1,4,5-trisphosphate receptor
TTDS00503;Voltage-gated sodium channel subunit alpha Nav1.7
TTDS00504;Organic anion transporter 1
TTDS00505;Mannitol 2-dehydrogenase 
TTDS00506;Mannitol-1-phosphate 5-dehydrogenase
TTDS00507;Transient receptor potential cation channel subfamily M member 8
TTDS00510;Integral membrane protein LmrP
TTDS00511;Cycloinulo-oligosaccharide fructanotransferase
TTDS00512;Gamma-hydroxybutyrate receptor
TTDS00513;Sodium-dependent vitamin C transporter 2
TTDS00514;Sodium channel protein type 10 subunit alpha
TTDS00515;Low affinity immunoglobulin gamma Fc region receptor II-A
TTDS00516;Acyl-CoA desaturase
TTDS00517;Sarcoplasmic/endoplasmic reticulum calcium ATPase
TTDS00518;Fc gamma receptor III
TTDS00519;HIV-1 integrase
TTDS00520;Neuronal acetylcholine receptor protein, alpha-7 chain
TTDS00521;Interleukin-6 receptor
TTDS00522;Noradrenaline uptake
TTDS00524;Thrombopoietin Receptor
TTDS00525;Type-2 angiotensin II receptor
TTDS00526;mRNA of IE2 region of cytomegalovirus
TTDS00527;Adrenergic neuron
TTDS00528;5-aminoimidazole-4-carboxamidoribonucleotide (AICAR) transformylase
TTDS00529;Voltage-dependent N-type calcium channel
TTDS00530;Pyruvate decarboxylase
TTDS00531;Diacylglycerol O-acyltransferase 2
TTDS00532;Corynebacterium diphtheriae CRM197 protein
TTDS00533;Carbamoyl-phosphate synthetase I
TTDS00534;Interleukin-23
TTDC00058;"Sphingosine kinase; Sphingosine kinase 2"
TTDC00132;"RAC-alpha serine/threonine kinase; AkT"
TTDC00322;"HCV NS5A protein; NS5A protein"
TTDI00001;Granulin
TTDI00002;Linear ubiquitin chain assembly complex
TTDI00003;C-X-C motif chemokine 13
TTDI00004;Collagen VI
TTDI00005;Sgt1
TTDI00006;Lactate dehydrogenase A
TTDI00007;Metastasis associated gene-1
TTDI00008;FHL1
TTDI00010;C-X-C motif ligand 13
TTDI00011;Monocarboxylate transporter 4
TTDI00012;Mertk
TTDI00013;Ras gtpase-activating protein SH3 domain-binding protein 1
TTDI00017;Acylglycerol kinase
TTDI00019;Adenomatous polyposis coli 2
TTDI00021;Forkhead box Q1
TTDI00022;Dnaj-1
TTDI00023;Contactin-1
TTDI00024;Liver receptor homolog-1
TTDI00026;Astrocyte Elevated Gene-1
TTDI00028;Regulators of G protein signaling 12
TTDI00029;Heat shock protein A12B
TTDI00030;L-type amino acid transporter 1
TTDI00031;Polypyrimidine tract-binding protein
TTDI00033;Zeb2
TTDI00034;ABCG5
TTDI00037;Cytokine signaling 1
TTDI00038;Cyclin-dependent kinase inhibitor 1A
TTDI00040;HOXA13
TTDI00041;Methyl cpg binding protein 2
TTDI00042;Gamma-Glutamyl transferase 7
TTDI00043;CCL20
TTDI00045;Src-associated in mitosis of 68 kda
TTDI00046;Charged multivesicular body protein 4B
TTDI00047;Matriptase
TTDI00050;SOX2 
TTDI00052;FBXO11
TTDI00053;Phosphorylation of H2AX
TTDI00054;Kallikrein-related-peptidase-4
TTDI00057;Cyclin E2
TTDI00058;SKP2
TTDI00061;ATF4
TTDI00064;Mixed-lineage leukemia protein (MLL) complex
TTDI00065;Mitochondrial Cyclophilin D
TTDI00066;Insulin-like growth factor-binding proteins 7
TTDI00069;CCL22
TTDI00072;ITCH
TTDI00074;Eukaryotic translation initiation factor 4E
TTDI00075;G protein-coupled receptor 35
TTDI00076;Discoidin domain receptor 2
TTDI00077;PTPN14
TTDI00078;PTEN
TTDI00079;MAP4K4
TTDI00080;S100 calcium-binding protein A6
TTDI00081;Ku80
TTDI00082;Eukaryotic translation initiation factor 5A2
TTDI00083;LATS2
TTDI00084;PLEKHA5
TTDI00086;Id (DNA binding and/or differentiation) protein 2
TTDI00087;SLC26A9
TTDI00088;HAX-1
TTDI00089;Grainyhead-like 2
TTDI00090;Histidine-rich calcium binding protein
TTDI00091;Transforming acidic coiled-coil protein 3
TTDI00092;Daam2
TTDI00094;MTOR complex 2
TTDI00095;Herpesvirus entry mediator
TTDI00096;YOD1
TTDI00100;PLP2
TTDI00101;BCAM-AKT2 fusion gene
TTDI00102;Telomeric repeat-binding factor 1
TTDI00103;Telomeric repeat-binding factor 2
TTDI00104;Surfactant protein D
TTDI00105;Osteoclast-associated receptor
TTDI00106;Non-catalytic region of tyrosine kinase adaptor protein 1
TTDI00108;Beclin-1
TTDI00109;Cullin7
TTDI00111;SYVN1 
TTDI00112;Peroxisome proliferator-activated receptor gamma coactivator 1beta
TTDI00114;Stomatin-like protein 2
TTDI00115;Apelin
TTDI00116;HOXA5
TTDI00119;Signal peptide-CUB-epidermal growth factor-like domain-containing protein 2
TTDI00120;Activating enhancer-binding protein-2 alpha
TTDI00121;Musashi2
TTDI00122;Lymphocyte adaptor protein LNK
TTDI00123;Thioredoxin-interacting protein
TTDI00126;T lymphoma invasion and metastasis 1
TTDI00127;High-mobility group protein 2
TTDI00128;Kinesin family member 26B
TTDI00130;FAM83D
TTDI00132;Shugoshin-like protein 1
TTDI00133;Annexin II receptor
TTDI00134;Homeobox (HOX) A11
TTDI00137;KDM5B
TTDI00139;WW domain containing E3 ubiquitin protein ligase 2
TTDI00140;ADP-ribosylation factor-like protein 2
TTDI00142;Src homology region 2 domain-containing phosphatase 1
TTDI00144;Stathmin 1
TTDI00146;CXXC5
TTDI00148;CBX7
TTDI00149;Srrp35
TTDI00151;JAG2
TTDI00152;High mobility group protein HMGI-C
TTDI00153;PNPLA6
TTDI00154;Uncoupling protein-2
TTDI00155;Phosphoglycerate dehydrogenase
TTDI00156;Transcription factor sex determining region Y-box protein 5
TTDI00157;Allograft inflammatory factor-1
TTDI00158;GLUT12
TTDI00159;Thyroid hormone receptor-interacting protein 12
TTDI00160;Optic atrophy protein 1
TTDI00161;Thioredoxin-like protein 2b
TTDI00165;DEK
TTDI00166;Citrate synthase
TTDI00168;Gamma-H2AX
TTDI00169;Cytoplasmic DRAK1
TTDI00170;ATG7 
TTDI00173;Septin-6
TTDI00174;P300/CBP-associated factor
TTDI00176;Interleukin (IL)-35
TTDI00178;RECK 
TTDI00181;Rab22a 
TTDI00182;Sialic acid-binding immunoglobulin-like lectin 15
TTDI00183;Beta-Arrestin1
TTDI00184;C-terminal tensin-like (Cten) protein
TTDI00185;CX3CL1
TTDI00188;Endoplasmic reticulum aminopeptidase 1
TTDI00189;Calpain 2
TTDI00190;Lysosome-associated protein transmembrane 4b-35 protein
TTDI00192;G protein-coupled estrogen receptor 30
TTDI00193;SPAG6
TTDI00194;STK33
TTDI00195;N-acylethanolamine-hydrolyzing acid amidase
TTDI00196;Forkhead box protein C2
TTDI00197;Activating transcription factor 4
TTDI00198;Fos-related antigen 2
TTDI00200;E-cadherin
TTDI00202;Musashi RNA-binding protein 1
TTDI00204;Beta-Arrestin 2
TTDI00205;Proprotein Convertase 5/6A
TTDI00207;Glyoxalase I
TTDI00208;Transducin (beta)-like 1 X-linked receptor 1
TTDI00210;Metadherin
TTDI00212;Autophagy-related 2B
TTDI00213;SET and MYND domain-containing protein 2
TTDI00214;Resistance to inhibitors of cholinesterase (Ric-8)A
TTDI00215;Resistance to inhibitors of cholinesterase (Ric-8)B
TTDI00217;TAGLN
TTDI00222;Multidrug resistance protein 4
TTDI00223;Hippo-Yes-associated protein 1
TTDI00224;Ubiquitin-specific protease 37
TTDI00226;NM23-H1
TTDI00227;HS-1-associated protein X-1
TTDI00228;MPHOSPH1
TTDI00229;Annexin A8
TTDI00230;Borealin/Dasra B
TTDI00232;TNF receptor-associated factor 6
TTDI00233;ATP-binding cassette G1 transporter
TTDI00236;PSMD10
TTDI00240;PRL-1
TTDI00242;PRL-2
TTDI00244;PRL-3
TTDI00245;Cdc2-like kinase 1
TTDI00246;Cullin 3
TTDI00290;Sphingosine kinase 2
TTDI01745;Integrin alpha-4/beta-4
TTDI01787;Integrin alpha-M/beta-2
TTDI01813;Integrin alpha-V/beta-6
TTDI01814;Nerve growth factor ligand
TTDI01815;Activin type-II receptor
TTDI01816;Alpha-4/beta-2 nicotinic receptor
TTDI01868;ATP sensitive potassium channel
TTDI01962;Dihydropyrimidinase related protein 2
TTDI01968;Sodium channel protein type 2 subunit alpha
TTDI01970;Glutamate receptor 2
TTDI01974;Glutamate receptor 3
TTDI01995;Bacterial penicillin-binding protein 2X (PBP2x)
TTDI02022;Na+ K+ ATPase alpha subunit 3
TTDI02027;Bone morphogenetic protein-10 ligand
TTDI02029;Brachyury protein
TTDI02039;CDC7 protein kinase
TTDI02060;Tumor-associated hydroquinone oxidase (tNOX)
TTDI02072;FGF-23 ligand
TTDI02073;Folate receptor gamma
TTDI02102;Importin beta
TTDI02108;Antigen KI-67
TTDI02115;Lysyl oxidase homolog 2
TTDI02117;Lymphocyte antigen 75
TTDI02121;MARCKS protein
TTDI02128;Beta microseminoprotein
TTDI02130;Mucin 15
TTDI02138;Solute carrier family 34 member 2
TTDI02139;Neuronal pentraxin-2
TTDI02147;Phosphodiesterase (PDE) 3B
TTDI02152;Porcupine (PORCN)
TTDI02155;Protein tyrosine phosphatase beta
TTDI02158;AGS-16
TTDI02165;S100 calcium-binding protein B
TTDI02169;Ganglioside GM2 activator
TTDI02170;Syndecan-1
TTDI02178;Transcription factor Sp1
TTDI02189;TGF beta-3 ligand
TTDI02206;Human papillomavirus E6 protein
TTDI02218;Bone morphogenetic protein-9 ligand
TTDI02227;Dibasic-processing enzyme (Furin)
TTDI02232;S-nitrosoglutathione reductase
TTDI02234;mRNA of Heat shock protein 27
TTDI02238;mRNA of glucocorticoid receptor
TTDI02241;mRNA of glucagon receptor
TTDI02243;mRNA of KIF11
TTDI02244;mRNA of Growth hormone receptor
TTDI02247;mRNA of GRB2
TTDI02250;mRNA of Sodium glucose transporter-2
TTDI02251;mRNA of PCSK9
TTDI02252;mRNA of Colony stimulating factor-1 receptor
TTDI02253;mRNA of CCR3 chemokine
TTDI02254;mRNA of GM-CSF/IL-3/IL-5 receptor common beta chain
TTDI02279;Interleukin-12 subunit p40
TTDI02288;Arylsulfatase B
TTDI02289;C1 esterase inhibitor
TTDI02292;mRNA of Apolipoprotein C3
TTDI02305;SLAM family member 7 (SLAMF7) (CS1)
TTDI02307;Relaxin receptor 1
TTDI02310;Zonulin
TTDI02314;Human cytomegalovirus terminase subunit UL56
TTDI02319;Mucin 16
TTDI02337;HLA class I antigen B-7
TTDI02341;Interleukin-22 ligand
TTDI02343;NKG2 D activating NK receptor
TTDI02347;mRNA of CD49d
TTDI02367;Glycine transporter-2
TTDI02378;mRNA of protein kinase A Rialpha regulatory subunit
TTDI02381;mRNA of Adenosine A1 receptor
TTDI02386;mRNA of HIV GAG
TTDI02390;VEGF 165 isoform (aptamer)
TTDI02542;MAPKAPK5
TTDI02651;mRNA of HRas
TTDNC00426;a5?ª? integrin
TTDNC00468;Programmed cell deathŸ?? ligand 1 (PD-L1)
TTDNR00633;[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3, mitochondrial
TTDNR00634;Acidic mammalian chitinase
TTDNR00635;ADM2
TTDNR00636;ADP-ribosylation factor 1
TTDNR00637;Afadin- and alpha-actinin-binding protein
TTDNR00639;Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
TTDNR00640;Alpha-crystallin A chain
TTDNR00641;AN1-type zinc finger protein 5
TTDNR00642;Angiopoietin-related protein 3
TTDNR00644;Annexin A2
TTDNR00645;ATP-dependent Clp protease proteolytic subunit
TTDNR00650;Beta-klotho
TTDNR00651;Cancer/Testis Antigen MAGE-C1/CT7
TTDNR00653;C-C chemokine receptor type 7
TTDNR00654;C-C motif chemokine 21
TTDNR00656;CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase
TTDNR00657;CMRF35-like molecule 8
TTDNR00660;Cytosolic phospholipase A2 gamma
TTDNR00661;Discoidin domain-containing receptor 2
TTDNR00662;Dual specificity protein phosphatase 10
TTDNR00663;E3 ubiquitin-protein ligase Itchy homolog
TTDNR00664;Endoplasmic reticulum-resident calcium binding protein
TTDNR00665;Endoribonuclease YbeY
TTDNR00666;Enhancer of filamentation 1
TTDNR00667;Enteropeptidase
TTDNR00668;Epidermal growth factor-like protein 6
TTDNR00669;Eukaryotic translation initiation factor 4E-binding protein 1
TTDNR00670;Excitatory amino acid transporter 2
TTDNR00672;Exportin-2
TTDNR00674;Fatty acid desaturase 2
TTDNR00675;Fatty-acid amide hydrolase 2
TTDNR00677;Forkhead box protein C1
TTDNR00679;Ghrelin O-acyltransferase
TTDNR00680;Glucose-6-phosphate isomerase
TTDNR00681;glycine receptor chloride channel
TTDNR00682;G-protein coupled estrogen receptor 1
TTDNR00683;G-protein coupled receptor 55
TTDNR00684;HCLS1-associated protein X-1
TTDNR00686;Hepatitis A virus cellular receptor 2
TTDNR00688;High mobility group protein HMG-I/HMG-Y
TTDNR00690;Indole-3-glycerol phosphate synthase
TTDNR00692;Integrin alpha-8
TTDNR00693;Integrin beta-8
TTDNR00694;Interferon-induced, double-stranded RNA-activated protein kinase
TTDNR00695;Interleukin-16
TTDNR00696;Interleukin-19
TTDNR00697;Isocitrate lyase
TTDNR00698;Junctional adhesion molecule A
TTDNR00699;Keratin, type I cytoskeletal 17
TTDNR00701;Lon protease homolog, mitochondrial
TTDNR00703;Lysine-specific demethylase 5A
TTDNR00706;Mitogen-activated protein kinase kinase kinase 7
TTDNR00707;Mitogen-activated protein kinase kinase kinase kinase 1
TTDNR00710;Neuritin
TTDNR00711;Neutrophil gelatinase-associated lipocalin
TTDNR00712;Nischarin
TTDNR00715;Nuclear receptor subfamily 4 group A member 1
TTDNR00716;Nucleus accumbens-associated protein 1
TTDNR00717;Oncostatin-M-specific receptor subunit beta
TTDNR00718;P antigen family member 5
TTDNR00721;Pendrin
TTDNR00722;Peptidyl-prolyl cis-trans isomerase FKBP5
TTDNR00723;Phosphoglucosamine mutase
TTDNR00724;Phosphopantetheinyl transferase
TTDNR00725;PIN2/TERF1-interacting telomerase inhibitor 1
TTDNR00727;Plexin domain-containing protein 1
TTDNR00728;Polycomb complex protein BMI-1
TTDNR00730;Pre-glycoprotein polyprotein GP complex
TTDNR00731;Protein CYR61
TTDNR00732;Protein delta homolog 1
TTDNR00733;Protein FAM83B
TTDNR00734;Protein LYRIC
TTDNR00735;Protein P16
TTDNR00736;Protein-cysteine N-palmitoyltransferase HHAT
TTDNR00737;Putative pyrroline carboxylate reductase
TTDNR00739;RalA-binding protein 1
TTDNR00740;Ras-related protein Rab-7a
TTDNR00741;Recombining binding protein suppressor of hairless
TTDNR00742;Regulator of G-protein signaling 2
TTDNR00743;Regulator of G-protein signaling 6
TTDNR00744;Replicase polyprotein 1ab
TTDNR00748;Short transient receptor potential channel 1
TTDNR00749;Signal peptidase I
TTDNR00750;Signal transducer and activator of transcription 6
TTDNR00753;Stabilin-2
TTDNR00754;Stanniocalcin-2
TTDNR00756;Structural maintenance of chromosomes protein 2
TTDNR00757;Syndecan-2
TTDNR00758;Testican-1
TTDNR00759;Thioredoxin glutathione reductase
TTDNR00760;Thymosin beta-4
TTDNR00761;T-lymphocyte surface antigen Ly-9
TTDNR00762;Transcription factor SOX-2
TTDNR00763;Tumor suppressor p53-binding protein 1
TTDNR00765;Tyrosyl-DNA phosphodiesterase 2
TTDNR00766;V-type proton ATPase 116 kDa subunit a isoform 3
TTDNR00767;WNT1-inducible-signaling pathway protein 1
TTDR00224;"Proliferating cell nuclear antigen; Cyclin-A2"
TTDR00236;"Rhinovirus coat protein; Genome polyprotein"
TTDR01103;Heat shock factor protein 1
